case,sectioning,P(bar),T(K),X(CO2),vol[cm3/mol],y(H2O),y(CO2),Y_C,Y_O,Y_H,Y_N,Y_S,Y_Si,f(H2O),f(CO2),log[f(O2)],log[f(S2)],log[f(H2)],log[a(C)],epsilon
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,523.15,0.4,21.9304,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,6628.593,4928311.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,523.15,0.4,21.56136,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,9794.788,10633090.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,523.15,0.4,21.22719,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,14430.61,22790230.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,523.15,0.4,20.92214,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,21204.4,48570360.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,523.15,0.4,20.64173,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,31083.74,103003700.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,523.15,0.4,20.38245,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,45467.86,217499700.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,523.15,0.4,20.14144,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,66378.0,457517300.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,523.15,0.4,19.91641,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,96730.96,959140300.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,523.15,0.4,19.70543,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,140731.9,2004642000.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,523.15,0.4,19.50693,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,204437.9,4178330000.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,573.15,0.4,40.7482,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,136.359,615.362,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,573.15,0.4,32.75849,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,212.2327,2067.564,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,573.15,0.4,29.60856,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,325.7349,5510.017,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,573.15,0.4,27.71812,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,492.6513,13352.35,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,573.15,0.4,26.39064,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,736.4707,30663.01,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,573.15,0.4,25.37803,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1090.802,67991.51,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,573.15,0.4,24.56498,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1603.483,147070.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,573.15,0.4,23.88893,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2342.432,312279.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,573.15,0.4,23.31233,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3403.893,653591.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,573.15,0.4,22.81097,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,4924.007,1352267.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,573.15,0.4,22.36836,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,7095.044,2771527.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,573.15,0.4,21.9728,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,10188.14,5635801.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,573.15,0.4,21.6157,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,14585.15,11384010.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,573.15,0.4,21.29058,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,20823.1,22863880.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,573.15,0.4,20.99245,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,29656.49,45692890.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,573.15,0.4,20.71735,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,42144.04,90920070.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,573.15,0.4,20.46215,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,59769.92,180220600.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,573.15,0.4,20.22427,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,84612.67,356014100.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,573.15,0.4,20.00162,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,119580.6,701137800.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,573.15,0.4,19.79244,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,168739.4,1377036000.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,623.15,0.4,44.8533,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,177.5052,592.3404,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,623.15,0.4,34.58064,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,275.2462,1938.403,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,623.15,0.4,30.83532,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,415.8831,4951.892,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,623.15,0.4,28.66865,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,616.9773,11456.49,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,623.15,0.4,27.17933,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,903.1444,25078.02,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,623.15,0.4,26.05908,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1308.556,52964.12,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,623.15,0.4,25.16852,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1880.554,109072.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,623.15,0.4,24.43357,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2684.609,220437.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,623.15,0.4,23.81043,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3811.126,439065.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,623.15,0.4,23.27121,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,5384.732,864406.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,623.15,0.4,22.79708,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,7576.983,1685674.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,623.15,0.4,22.3748,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,10623.7,3261261.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,623.15,0.4,21.9947,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,14848.65,6267335.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,623.15,0.4,21.64955,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,20695.74,11975170.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,623.15,0.4,21.33376,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,28773.02,22767440.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,623.15,0.4,21.04298,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,39912.4,43097410.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,623.15,0.4,20.77373,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,55250.99,81267200.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,623.15,0.4,20.52318,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,76341.62,152718700.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,623.15,0.4,20.28904,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,105303.0,286113600.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,623.15,0.4,20.06937,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,145023.4,534548500.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,673.15,0.4,49.42151,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,220.4623,570.4065,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,673.15,0.4,36.51996,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,343.6945,1821.466,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,673.15,0.4,32.10833,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,513.7979,4487.58,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,673.15,0.4,29.63886,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,750.8876,9979.369,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,673.15,0.4,27.97524,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1080.657,20968.93,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,673.15,0.4,26.74072,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1537.688,42483.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,673.15,0.4,25.76884,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2168.739,83897.09,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,673.15,0.4,24.9727,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3037.022,162564.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,673.15,0.4,24.30161,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,4227.887,310397.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,673.15,0.4,23.72364,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,5856.434,585759.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,673.15,0.4,23.21746,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,8077.659,1094866.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,673.15,0.4,22.76814,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,11100.02,2030208.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,673.15,0.4,22.36488,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,15203.55,3739317.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,673.15,0.4,21.99962,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,20763.97,6847557.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,673.15,0.4,21.66619,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,28284.85,12476870.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,673.15,0.4,21.35979,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,38440.49,22634670.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,673.15,0.4,21.07658,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,52132.85,40903970.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,673.15,0.4,20.81348,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,70567.44,73665860.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,673.15,0.4,20.56797,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,95354.06,132261600.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,673.15,0.4,20.33796,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,128640.7,236810700.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,723.15,0.4,54.43894,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,263.3395,551.6018,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,723.15,0.4,38.57831,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,415.9021,1719.408,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,723.15,0.4,33.43137,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,617.6972,4104.343,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,723.15,0.4,30.63245,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,892.3839,8819.702,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,723.15,0.4,28.7817,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1266.769,17888.38,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,723.15,0.4,27.42593,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1775.756,34964.15,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,723.15,0.4,26.36865,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2465.483,66594.65,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,723.15,0.4,25.50878,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3397.072,124431.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,723.15,0.4,24.78813,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,4651.459,229079.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,723.15,0.4,24.17037,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,6335.716,416794.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,723.15,0.4,23.63145,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,8591.314,751066.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,723.15,0.4,23.15465,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,11604.96,1342635.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,723.15,0.4,22.72796,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,15622.78,2383967.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,723.15,0.4,22.34243,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,20968.86,4208493.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,723.15,0.4,21.99129,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,28069.54,7392213.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,723.15,0.4,21.66923,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,37485.09,12927580.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,723.15,0.4,21.37209,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,49951.15,22520590.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,723.15,0.4,21.09649,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,66432.78,39097550.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,723.15,0.4,20.83969,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,88195.01,67668160.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,723.15,0.4,20.59943,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,116894.8,116793400.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,773.15,0.4,59.86056,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,304.5375,536.3456,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,773.15,0.4,40.75612,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,490.013,1631.759,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,773.15,0.4,34.80706,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,725.4772,3787.387,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,773.15,0.4,31.65244,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1039.012,7897.796,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,773.15,0.4,29.60164,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1458.612,15531.07,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,773.15,0.4,28.11745,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2019.443,29420.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,773.15,0.4,26.97047,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2766.989,54293.68,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,773.15,0.4,26.04418,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3760.412,98280.47,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,773.15,0.4,25.27221,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,5076.712,175273.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,773.15,0.4,24.61349,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,6816.047,308902.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,773.15,0.4,24.04102,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,9108.567,539174.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,773.15,0.4,23.53621,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,12123.22,933579.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,773.15,0.4,23.0857,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,16079.07,1605565.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,14000.0,773.15,0.4,22.67967,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,21259.9,2745264.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,15000.0,773.15,0.4,22.31065,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,28032.96,4670445.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,16000.0,773.15,0.4,21.97286,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,36873.06,7910880.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,17000.0,773.15,0.4,21.66173,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,48393.58,13347790.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,18000.0,773.15,0.4,21.37362,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,63386.2,22444000.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,19000.0,773.15,0.4,21.10555,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,82872.02,37623150.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,20000.0,773.15,0.4,20.85508,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,108167.0,62893890.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,1000.0,823.15,0.4,65.43603,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,342.9567,524.2718,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,2000.0,823.15,0.4,43.05129,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,564.1833,1556.959,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,3000.0,823.15,0.4,36.23719,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,834.9052,3523.634,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,4000.0,823.15,0.4,32.70121,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1188.092,7154.698,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,5000.0,823.15,0.4,30.43745,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,1652.994,13691.01,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,6000.0,823.15,0.4,28.81757,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,2264.983,25227.91,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,7000.0,823.15,0.4,27.57647,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,3068.854,45280.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,8000.0,823.15,0.4,26.58094,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,4121.895,79708.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,9000.0,823.15,0.4,25.75576,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,5497.518,138229.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,10000.0,823.15,0.4,25.05479,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,7289.787,236883.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,11000.0,823.15,0.4,24.4479,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,9619.147,402033.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,12000.0,823.15,0.4,23.91443,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,12639.67,676855.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.400000,13000.0,823.15,0.4,23.43968,0.6,0.4,0.1333333,0.4666667,0.4,0.0,0.0,0.0,16548.27,1131824.0,0.0,-4999.5,nan,0.0,nan
