case,sectioning,P(bar),T(K),X(CO2),vol[cm3/mol],y(H2O),y(CO2),Y_C,Y_O,Y_H,Y_N,Y_S,Y_Si,f(H2O),f(CO2),log[f(O2)],log[f(S2)],log[f(H2)],log[a(C)],epsilon
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1223.15,0.3,35.69546,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3553.796,5115.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1223.15,0.3,32.90205,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4669.651,8174.491,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1223.15,0.3,30.86431,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6025.475,12723.38,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1223.15,0.3,29.29813,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7672.213,19423.07,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1223.15,0.3,28.04663,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9669.624,29211.29,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1223.15,0.3,27.0163,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12088.28,43414.71,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1223.15,0.3,26.14794,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15011.71,63904.98,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1223.15,0.3,25.40221,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,18538.9,93315.96,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1223.15,0.3,24.7519,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,22787.13,135345.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1223.15,0.3,24.17753,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27895.35,195174.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1223.15,0.3,23.66478,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,34028.07,280048.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1223.15,0.3,23.20285,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41380.03,400079.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1223.15,0.3,22.78344,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,50181.56,569361.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1223.15,0.3,22.40004,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,60704.99,807505.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1223.15,0.3,22.04747,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,73272.1,1141764.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1223.15,0.3,21.72153,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,88262.94,1609954.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1273.15,0.3,109.6512,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,645.5395,349.6049,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1273.15,0.3,62.81468,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1264.135,876.9773,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1273.15,0.3,48.3458,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1945.865,1695.691,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1273.15,0.3,41.12339,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2743.731,2947.526,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1273.15,0.3,36.72788,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3697.896,4830.637,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1273.15,0.3,33.74699,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4847.518,7624.851,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1273.15,0.3,31.57619,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6235.429,11724.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1273.15,0.3,29.91215,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7910.614,17684.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1273.15,0.3,28.58644,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9930.101,26279.67,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1273.15,0.3,27.49828,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12360.75,38595.52,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1273.15,0.3,26.58378,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15281.17,56141.93,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1273.15,0.3,25.80049,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,18783.94,81017.55,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1273.15,0.3,25.11905,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,22978.01,116132.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1273.15,0.3,24.5185,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27991.71,165512.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1273.15,0.3,23.98344,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33976.03,234719.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1273.15,0.3,23.50227,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41108.6,331421.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1273.15,0.3,23.0661,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,49598.25,466175.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1273.15,0.3,22.66797,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,59690.42,653492.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1273.15,0.3,22.30235,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,71673.37,913296.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1273.15,0.3,21.96478,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,85885.53,1272902.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1323.15,0.3,114.7083,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,657.932,347.9298,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1323.15,0.3,65.40562,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1302.137,862.7544,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1323.15,0.3,50.09348,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2012.858,1648.111,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1323.15,0.3,42.44192,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2840.528,2831.184,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1323.15,0.3,37.77576,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3824.375,4586.678,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1323.15,0.3,34.60839,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5002.56,7157.931,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1323.15,0.3,32.30333,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6416.491,10883.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1323.15,0.3,30.53956,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8113.156,16233.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1323.15,0.3,29.1377,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10146.86,23858.67,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1323.15,0.3,27.98997,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12580.86,34656.16,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1323.15,0.3,27.02785,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15489.07,49861.89,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1323.15,0.3,26.20575,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,18957.98,71172.99,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1323.15,0.3,25.49215,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,23088.84,100915.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1323.15,0.3,24.86455,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,28000.17,142271.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1323.15,0.3,24.30644,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33830.64,199584.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1323.15,0.3,23.80543,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,40742.47,278777.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1323.15,0.3,23.35199,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,48925.29,387913.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1323.15,0.3,22.9387,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,58600.74,537949.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1323.15,0.3,22.55966,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,70027.66,743761.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1323.15,0.3,22.21013,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,83508.28,1025517.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1373.15,0.3,119.6907,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,668.4563,346.4797,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1373.15,0.3,67.98013,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1334.864,850.4556,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1373.15,0.3,51.83866,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2070.984,1606.835,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1373.15,0.3,43.76707,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2924.551,2730.446,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1373.15,0.3,38.83606,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3933.626,4376.503,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1373.15,0.3,35.48432,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5135.232,6758.414,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1373.15,0.3,33.04482,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6569.27,10169.67,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1373.15,0.3,31.18008,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8280.699,15012.93,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1373.15,0.3,29.70053,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10321.14,21839.21,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1373.15,0.3,28.4917,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12750.34,31400.53,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1373.15,0.3,27.48058,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15637.72,44720.82,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1373.15,0.3,26.61847,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,19064.07,63191.16,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1373.15,0.3,25.87168,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,23123.41,88697.66,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1373.15,0.3,25.21617,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27925.22,123792.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1373.15,0.3,24.63429,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33596.93,171925.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1373.15,0.3,24.11281,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,40286.79,237746.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1373.15,0.3,23.64157,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,48167.23,327521.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1373.15,0.3,23.21266,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,57438.71,449678.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1373.15,0.3,22.81981,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,68334.13,615538.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1373.15,0.3,22.45799,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,81124.01,840294.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1423.15,0.3,124.6097,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,677.3418,345.2147,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1423.15,0.3,70.53813,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1362.773,839.7631,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1423.15,0.3,53.58021,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2120.772,1570.864,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1423.15,0.3,45.09636,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2996.363,2642.792,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1423.15,0.3,39.90615,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4026.283,4194.425,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1423.15,0.3,36.37284,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5246.297,6414.391,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1423.15,0.3,33.79952,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6694.743,9559.219,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1423.15,0.3,31.83321,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8414.537,13977.12,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1423.15,0.3,30.27484,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10454.65,20139.59,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1423.15,0.3,29.00364,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12871.45,28683.51,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1423.15,0.3,27.94228,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15730.07,40467.24,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1423.15,0.3,27.03904,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,19105.88,56645.12,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1423.15,0.3,26.25809,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,23086.19,78766.64,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1423.15,0.3,25.57381,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27772.12,108908.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1423.15,0.3,24.96743,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33280.79,149846.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1423.15,0.3,24.42484,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,39747.8,205291.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1423.15,0.3,23.93525,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,47330.08,280190.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1423.15,0.3,23.49026,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,56209.15,381134.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1423.15,0.3,23.0832,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,66594.94,516890.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1423.15,0.3,22.70872,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,78730.08,699112.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1473.15,0.3,129.4753,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,684.7888,344.106,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1473.15,0.3,73.08019,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1386.308,830.4268,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1473.15,0.3,55.31763,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2162.796,1539.394,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1473.15,0.3,46.42811,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3056.64,2566.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1473.15,0.3,40.9839,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4103.147,4035.919,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1473.15,0.3,37.27215,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5336.746,6116.486,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1473.15,0.3,34.56621,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6794.167,9033.912,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1473.15,0.3,32.49826,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8516.287,13091.91,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1473.15,0.3,30.86034,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10549.49,18697.72,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1473.15,0.3,29.52577,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12946.86,26396.11,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1473.15,0.3,28.41312,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15769.45,36914.32,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1473.15,0.3,27.46775,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,19087.53,51221.17,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1473.15,0.3,26.65171,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,22982.13,70604.97,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1473.15,0.3,25.93784,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27546.65,96775.87,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1473.15,0.3,25.30623,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,32888.74,132000.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1473.15,0.3,24.74191,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,39132.48,179278.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1473.15,0.3,24.23343,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,46420.79,242574.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1473.15,0.3,23.77187,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,54918.27,327122.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1473.15,0.3,23.35018,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,64814.37,439820.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1473.15,0.3,22.96269,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,76327.08,589754.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1523.15,0.3,134.2961,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,690.9716,343.1319,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1523.15,0.3,75.60737,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1405.89,822.2474,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1523.15,0.3,57.05081,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2197.649,1511.772,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1523.15,0.3,47.76127,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3106.125,2499.032,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1523.15,0.3,42.06765,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4165.139,3897.349,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1523.15,0.3,38.18063,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5407.73,5857.244,0.0,-4999.5,nan,0.0,nan
